parameter_name,year,value
salinity@001,2011,32.33
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.29
salinity@001,2011,32.29
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.29
salinity@001,2011,32.29
salinity@001,2011,32.28
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.29
salinity@001,2011,32.29
salinity@001,2011,32.28
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.29
salinity@001,2011,32.29
salinity@001,2011,32.28
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.29
salinity@001,2011,32.29
salinity@001,2011,32.28
salinity@001,2011,32.28
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.29
salinity@001,2011,32.29
salinity@001,2011,32.28
salinity@001,2011,32.28
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.29
salinity@001,2011,32.29
salinity@001,2011,32.28
salinity@001,2011,32.28
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.29
salinity@001,2011,32.29
salinity@001,2011,32.28
salinity@001,2011,32.28
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.29
salinity@001,2011,32.29
salinity@001,2011,32.28
salinity@001,2011,32.28
salinity@001,2011,32.27
salinity@001,2011,32.33
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.29
salinity@001,2011,32.29
salinity@001,2011,32.28
salinity@001,2011,32.28
salinity@001,2011,32.27
salinity@001,2011,32.34
salinity@001,2011,32.33
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.29
salinity@001,2011,32.29
salinity@001,2011,32.28
salinity@001,2011,32.28
salinity@001,2011,32.34
salinity@001,2011,32.34
salinity@001,2011,32.33
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.29
salinity@001,2011,32.29
salinity@001,2011,32.28
salinity@001,2011,32.28
salinity@001,2011,32.35
salinity@001,2011,32.35
salinity@001,2011,32.34
salinity@001,2011,32.34
salinity@001,2011,32.33
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.29
salinity@001,2011,32.29
salinity@001,2011,32.28
salinity@001,2011,32.36
salinity@001,2011,32.35
salinity@001,2011,32.35
salinity@001,2011,32.34
salinity@001,2011,32.34
salinity@001,2011,32.33
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.29
salinity@001,2011,32.29
salinity@001,2011,32.36
salinity@001,2011,32.36
salinity@001,2011,32.35
salinity@001,2011,32.35
salinity@001,2011,32.34
salinity@001,2011,32.34
salinity@001,2011,32.33
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.29
salinity@001,2011,32.8
salinity@001,2011,32.8
salinity@001,2011,32.79
salinity@001,2011,32.79
salinity@001,2011,32.37
salinity@001,2011,32.37
salinity@001,2011,32.36
salinity@001,2011,32.36
salinity@001,2011,32.35
salinity@001,2011,32.35
salinity@001,2011,32.34
salinity@001,2011,32.34
salinity@001,2011,32.33
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.3
salinity@001,2011,32.8
salinity@001,2011,32.8
salinity@001,2011,32.79
salinity@001,2011,32.79
salinity@001,2011,32.38
salinity@001,2011,32.37
salinity@001,2011,32.37
salinity@001,2011,32.36
salinity@001,2011,32.36
salinity@001,2011,32.35
salinity@001,2011,32.35
salinity@001,2011,32.34
salinity@001,2011,32.34
salinity@001,2011,32.33
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.31
salinity@001,2011,32.3
salinity@001,2011,32.8
salinity@001,2011,32.8
salinity@001,2011,32.79
salinity@001,2011,32.79
salinity@001,2011,32.38
salinity@001,2011,32.38
salinity@001,2011,32.37
salinity@001,2011,32.37
salinity@001,2011,32.36
salinity@001,2011,32.36
salinity@001,2011,32.35
salinity@001,2011,32.35
salinity@001,2011,32.34
salinity@001,2011,32.34
salinity@001,2011,32.33
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.31
salinity@001,2011,32.8
salinity@001,2011,32.8
salinity@001,2011,32.79
salinity@001,2011,32.79
salinity@001,2011,32.39
salinity@001,2011,32.38
salinity@001,2011,32.38
salinity@001,2011,32.37
salinity@001,2011,32.37
salinity@001,2011,32.36
salinity@001,2011,32.36
salinity@001,2011,32.35
salinity@001,2011,32.35
salinity@001,2011,32.34
salinity@001,2011,32.34
salinity@001,2011,32.33
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.32
salinity@001,2011,32.8
salinity@001,2011,32.8
salinity@001,2011,32.79
salinity@001,2011,32.79
salinity@001,2011,32.4
salinity@001,2011,32.39
salinity@001,2011,32.39
salinity@001,2011,32.38
salinity@001,2011,32.38
salinity@001,2011,32.37
salinity@001,2011,32.37
salinity@001,2011,32.36
salinity@001,2011,32.36
salinity@001,2011,32.35
salinity@001,2011,32.35
salinity@001,2011,32.34
salinity@001,2011,32.34
salinity@001,2011,32.33
salinity@001,2011,32.33
salinity@001,2011,32.32
salinity@001,2011,32.8
salinity@001,2011,32.8
salinity@001,2011,32.79
salinity@001,2011,32.79
salinity@001,2011,32.41
salinity@001,2011,32.41
salinity@001,2011,32.4
salinity@001,2011,32.4
salinity@001,2011,32.39
salinity@001,2011,32.39
salinity@001,2011,32.38
salinity@001,2011,32.38
salinity@001,2011,32.37
salinity@001,2011,32.37
salinity@001,2011,32.36
salinity@001,2011,32.36
salinity@001,2011,32.35
salinity@001,2011,32.35
salinity@001,2011,32.34
salinity@001,2011,32.34
salinity@001,2011,32.33
salinity@001,2011,32.8
salinity@001,2011,32.8
salinity@001,2011,32.79
salinity@001,2011,32.79
salinity@001,2011,32.43
salinity@001,2011,32.43
salinity@001,2011,32.42
salinity@001,2011,32.42
salinity@001,2011,32.41
salinity@001,2011,32.41
salinity@001,2011,32.4
salinity@001,2011,32.4
salinity@001,2011,32.39
salinity@001,2011,32.39
salinity@001,2011,32.38
salinity@001,2011,32.38
salinity@001,2011,32.37
salinity@001,2011,32.37
salinity@001,2011,32.36
salinity@001,2011,32.36
salinity@001,2011,32.35
salinity@001,2011,32.35
salinity@001,2011,32.34
salinity@001,2011,32.34
salinity@001,2011,32.8
salinity@001,2011,32.8
salinity@001,2011,32.79
salinity@001,2011,32.79
salinity@001,2011,32.45
salinity@001,2011,32.44
