parameter_name,year,value
salinity@005,2010,31.26
salinity@005,2010,31.25
salinity@005,2010,31.23
salinity@005,2010,31.22
salinity@005,2010,31.21
salinity@005,2010,31.2
salinity@005,2010,31.18
salinity@005,2010,31.17
salinity@005,2010,31.16
salinity@005,2010,31.15
salinity@005,2010,31.14
salinity@005,2010,31.12
salinity@005,2010,31.11
salinity@005,2010,31.1
salinity@005,2010,31.09
salinity@005,2010,31.07
salinity@005,2010,31.06
salinity@005,2010,31.05
salinity@005,2010,31.04
salinity@005,2010,31.03
salinity@005,2010,31.01
salinity@005,2010,31.95
salinity@005,2010,31.94
salinity@005,2010,31.92
salinity@005,2010,31.34
salinity@005,2010,31.33
salinity@005,2010,31.32
salinity@005,2010,31.31
salinity@005,2010,31.3
salinity@005,2010,31.28
salinity@005,2010,31.27
salinity@005,2010,31.26
salinity@005,2010,31.25
salinity@005,2010,31.23
salinity@005,2010,31.22
salinity@005,2010,31.21
salinity@005,2010,31.2
salinity@005,2010,31.18
salinity@005,2010,31.17
salinity@005,2010,31.16
salinity@005,2010,31.15
salinity@005,2010,31.14
salinity@005,2010,31.12
salinity@005,2010,31.11
salinity@005,2010,31.1
salinity@005,2010,31.09
salinity@005,2010,31.07
salinity@005,2010,31.06
salinity@005,2010,31.05
salinity@005,2010,31.04
salinity@005,2010,31.03
salinity@005,2010,31.01
salinity@005,2010,31
salinity@005,2010,28.48
salinity@005,2010,28.47
salinity@005,2010,28.45
salinity@005,2010,28.44
salinity@005,2010,31.95
salinity@005,2010,31.94
salinity@005,2010,31.92
salinity@005,2010,31.39
salinity@005,2010,31.38
salinity@005,2010,31.37
salinity@005,2010,31.36
salinity@005,2010,31.34
salinity@005,2010,31.33
salinity@005,2010,31.32
salinity@005,2010,31.31
salinity@005,2010,31.3
salinity@005,2010,31.28
salinity@005,2010,31.27
salinity@005,2010,31.26
salinity@005,2010,31.25
salinity@005,2010,31.23
salinity@005,2010,31.22
salinity@005,2010,31.21
salinity@005,2010,31.2
salinity@005,2010,31.18
salinity@005,2010,31.17
salinity@005,2010,31.16
salinity@005,2010,31.15
salinity@005,2010,31.14
salinity@005,2010,31.12
salinity@005,2010,31.11
salinity@005,2010,31.1
salinity@005,2010,31.09
salinity@005,2010,31.07
salinity@005,2010,31.06
salinity@005,2010,31.05
salinity@005,2010,31.04
salinity@005,2010,31.03
salinity@005,2010,31.01
salinity@005,2010,28.48
salinity@005,2010,28.47
salinity@005,2010,28.45
salinity@005,2010,28.44
salinity@005,2010,31.95
salinity@005,2010,31.94
salinity@005,2010,31.92
salinity@005,2010,31.42
salinity@005,2010,31.41
salinity@005,2010,31.39
salinity@005,2010,31.38
salinity@005,2010,31.37
