parameter_name,2010,185.3
irradiance,2010,181.2
irradiance,2010,177.1
irradiance,2010,173
irradiance,2010,168.8
irradiance,2010,164.7
irradiance,2010,160.6
irradiance,2010,156.5
irradiance,2010,152.4
irradiance,2010,189.4
irradiance,2010,185.3
irradiance,2010,181.2
irradiance,2010,177.1
irradiance,2010,173
irradiance,2010,168.8
irradiance,2010,164.7
irradiance,2010,160.6
irradiance,2010,156.5
irradiance,2010,152.4
irradiance,2010,148.3
irradiance,2010,185.3
irradiance,2010,181.2
irradiance,2010,177.1
irradiance,2010,173
irradiance,2010,168.8
irradiance,2010,164.7
irradiance,2010,160.6
irradiance,2010,156.5
irradiance,2010,152.4
irradiance,2010,148.3
irradiance,2010,185.3
irradiance,2010,181.2
irradiance,2010,177.1
irradiance,2010,173
irradiance,2010,168.8
irradiance,2010,164.7
irradiance,2010,160.6
irradiance,2010,156.5
irradiance,2010,152.4
irradiance,2010,148.3
irradiance,2010,144.2
irradiance,2010,185.3
irradiance,2010,181.2
irradiance,2010,177.1
irradiance,2010,173
irradiance,2010,168.8
irradiance,2010,164.7
irradiance,2010,160.6
irradiance,2010,156.5
irradiance,2010,152.4
irradiance,2010,148.3
irradiance,2010,144.2
irradiance,2010,181.2
irradiance,2010,177.1
irradiance,2010,173
irradiance,2010,168.8
irradiance,2010,164.7
irradiance,2010,160.6
irradiance,2010,156.5
irradiance,2010,152.4
irradiance,2010,148.3
irradiance,2010,144.2
irradiance,2010,181.2
irradiance,2010,177.1
irradiance,2010,173
irradiance,2010,168.8
irradiance,2010,164.7
irradiance,2010,160.6
irradiance,2010,156.5
irradiance,2010,152.4
irradiance,2010,148.3
irradiance,2010,144.2
irradiance,2010,140
irradiance,2010,177.1
irradiance,2010,173
irradiance,2010,168.8
irradiance,2010,164.7
irradiance,2010,160.6
irradiance,2010,156.5
irradiance,2010,152.4
irradiance,2010,148.3
irradiance,2010,144.2
irradiance,2010,140
irradiance,2010,177.1
irradiance,2010,173
irradiance,2010,168.8
irradiance,2010,164.7
irradiance,2010,160.6
irradiance,2010,156.5
irradiance,2010,152.4
irradiance,2010,148.3
irradiance,2010,144.2
irradiance,2010,140
irradiance,2010,135.9
irradiance,2010,173
irradiance,2010,168.8
irradiance,2010,164.7
irradiance,2010,160.6
irradiance,2010,156.5
irradiance,2010,152.4
irradiance,2010,148.3
irradiance,2010,144.2
irradiance,2010,140
irradiance,2010,135.9
